# selid,regid,reg_class_name,reg_name,res_type,priv,id,bankid,base
# selid = SelID
#         Only decimal number is accesptable.
# regid = RegID
#         Only decimal number is accesptable.
# reg_class_name = Class name of the register
#         Any string is accesptable.
# reg_name = Instance name of the register
#         Any string is accesptable.
# res_type = The register is accessible only if the mechanithm is enabled. If disabled, RIE/UCPOP will occur.
#         V:Virtualization resources (enabled HVCFG.HVE=1)
#         F: FPU resource (enabled PSW.CU0=1)
#         S: FXU (SIMD) resource (enabled PSW.CU1=1)
#         -:No special resource (enabled always)
# priv = Accessible privilege mode. If the register is accessed by lower mode, PIE will occur.
#        If register has different mode for each PE or R/W access type,
#        set lowest mode and check the mode in Read/Write function for each register.
#         H:HV privilege (If HVCFG.HVE=0, HV is treated as SV)
#         D:DB && SV privilege
#         S:SV privilege
#         U:UM privilege
# id = If multiple registers is instantiated from same "reg_class_name" class,
#      the id number will be put for them to distinguish for each.
# bankid = The bank id of MPU entry registers.
# base = name of base class for the register.
#        Basically, virtualized registers have common base classes.
15,7,PMSUBCND,PMSUBCND7,-,U,7,-,-
32,0,BPC_N,BPC0,-,D,0,-,-
32,1,BPC_N,BPC1,-,D,1,-,-
32,2,BPC_N,BPC2,-,D,2,-,-
32,3,BPC_N,BPC3,-,D,3,-,-
32,4,BPC_N,BPC4,-,D,4,-,-
32,5,BPC_N,BPC5,-,D,5,-,-
32,6,BPC_N,BPC6,-,D,6,-,-
32,7,BPC_N,BPC7,-,D,7,-,-
32,8,BPC_N,BPC8,-,D,8,-,-
32,9,BPC_N,BPC9,-,D,9,-,-
32,10,BPC_N,BPC10,-,D,10,-,-
32,11,BPC_N,BPC11,-,D,11,-,-
33,0,BPAV_N,BPAV0,-,D,0,-,-
33,1,BPAV_N,BPAV1,-,D,1,-,-
33,2,BPAV_N,BPAV2,-,D,2,-,-
33,3,BPAV_N,BPAV3,-,D,3,-,-
33,4,BPAV_N,BPAV4,-,D,4,-,-
33,5,BPAV_N,BPAV5,-,D,5,-,-
33,6,BPAV_N,BPAV6,-,D,6,-,-
33,7,BPAV_N,BPAV7,-,D,7,-,-
33,8,BPAV_N,BPAV8,-,D,8,-,-
33,9,BPAV_N,BPAV9,-,D,9,-,-
33,10,BPAV_N,BPAV10,-,D,10,-,-
33,11,BPAV_N,BPAV11,-,D,11,-,-
34,0,BPAM_N,BPAM0,-,D,0,-,-
34,1,BPAM_N,BPAM1,-,D,1,-,-
34,2,BPAM_N,BPAM2,-,D,2,-,-
34,3,BPAM_N,BPAM3,-,D,3,-,-
34,4,BPAM_N,BPAM4,-,D,4,-,-
34,5,BPAM_N,BPAM5,-,D,5,-,-
34,6,BPAM_N,BPAM6,-,D,6,-,-
34,7,BPAM_N,BPAM7,-,D,7,-,-
34,8,BPAM_N,BPAM8,-,D,8,-,-
34,9,BPAM_N,BPAM9,-,D,9,-,-
34,10,BPAM_N,BPAM10,-,D,10,-,-
34,11,BPAM_N,BPAM11,-,D,11,-,-
37,0,MPLA_N,MPLA0,-,S,0,0,-
37,1,MPLA_N,MPLA1,-,S,1,0,-
37,2,MPLA_N,MPLA2,-,S,2,0,-
37,3,MPLA_N,MPLA3,-,S,3,0,-
37,4,MPLA_N,MPLA4,-,S,4,0,-
37,5,MPLA_N,MPLA5,-,S,5,0,-
37,6,MPLA_N,MPLA6,-,S,6,0,-
37,7,MPLA_N,MPLA7,-,S,7,0,-
37,8,MPLA_N,MPLA8,-,S,8,0,-
37,9,MPLA_N,MPLA9,-,S,9,0,-
37,10,MPLA_N,MPLA10,-,S,10,0,-
37,11,MPLA_N,MPLA11,-,S,11,0,-
37,12,MPLA_N,MPLA12,-,S,12,0,-
37,13,MPLA_N,MPLA13,-,S,13,0,-
37,14,MPLA_N,MPLA14,-,S,14,0,-
37,15,MPLA_N,MPLA15,-,S,15,0,-
37,16,MPLA_N,MPLA16,-,S,16,0,-
37,17,MPLA_N,MPLA17,-,S,17,0,-
37,18,MPLA_N,MPLA18,-,S,18,0,-
37,19,MPLA_N,MPLA19,-,S,19,0,-
37,20,MPLA_N,MPLA20,-,S,20,0,-
37,21,MPLA_N,MPLA21,-,S,21,0,-
37,22,MPLA_N,MPLA22,-,S,22,0,-
37,23,MPLA_N,MPLA23,-,S,23,0,-
37,24,MPLA_N,MPLA24,-,S,24,0,-
37,25,MPLA_N,MPLA25,-,S,25,0,-
37,26,MPLA_N,MPLA26,-,S,26,0,-
37,27,MPLA_N,MPLA27,-,S,27,0,-
37,28,MPLA_N,MPLA28,-,S,28,0,-
37,29,MPLA_N,MPLA29,-,S,29,0,-
37,30,MPLA_N,MPLA30,-,S,30,0,-
37,31,MPLA_N,MPLA31,-,S,31,0,-
38,0,MPUA_N,MPUA0,-,S,0,0,-
38,1,MPUA_N,MPUA1,-,S,1,0,-
38,2,MPUA_N,MPUA2,-,S,2,0,-
38,3,MPUA_N,MPUA3,-,S,3,0,-
38,4,MPUA_N,MPUA4,-,S,4,0,-
38,5,MPUA_N,MPUA5,-,S,5,0,-
38,6,MPUA_N,MPUA6,-,S,6,0,-
38,7,MPUA_N,MPUA7,-,S,7,0,-
38,8,MPUA_N,MPUA8,-,S,8,0,-
38,9,MPUA_N,MPUA9,-,S,9,0,-
38,10,MPUA_N,MPUA10,-,S,10,0,-
38,11,MPUA_N,MPUA11,-,S,11,0,-
38,12,MPUA_N,MPUA12,-,S,12,0,-
38,13,MPUA_N,MPUA13,-,S,13,0,-
38,14,MPUA_N,MPUA14,-,S,14,0,-
38,15,MPUA_N,MPUA15,-,S,15,0,-
38,16,MPUA_N,MPUA16,-,S,16,0,-
38,17,MPUA_N,MPUA17,-,S,17,0,-
38,18,MPUA_N,MPUA18,-,S,18,0,-
38,19,MPUA_N,MPUA19,-,S,19,0,-
38,20,MPUA_N,MPUA20,-,S,20,0,-
38,21,MPUA_N,MPUA21,-,S,21,0,-
38,22,MPUA_N,MPUA22,-,S,22,0,-
38,23,MPUA_N,MPUA23,-,S,23,0,-
38,24,MPUA_N,MPUA24,-,S,24,0,-
38,25,MPUA_N,MPUA25,-,S,25,0,-
38,26,MPUA_N,MPUA26,-,S,26,0,-
38,27,MPUA_N,MPUA27,-,S,27,0,-
38,28,MPUA_N,MPUA28,-,S,28,0,-
38,29,MPUA_N,MPUA29,-,S,29,0,-
38,30,MPUA_N,MPUA30,-,S,30,0,-
38,31,MPUA_N,MPUA31,-,S,31,0,-
39,0,MPAT_N,MPAT0,-,S,0,0,-
39,1,MPAT_N,MPAT1,-,S,1,0,-
39,2,MPAT_N,MPAT2,-,S,2,0,-
39,3,MPAT_N,MPAT3,-,S,3,0,-
39,4,MPAT_N,MPAT4,-,S,4,0,-
39,5,MPAT_N,MPAT5,-,S,5,0,-
39,6,MPAT_N,MPAT6,-,S,6,0,-
39,7,MPAT_N,MPAT7,-,S,7,0,-
39,8,MPAT_N,MPAT8,-,S,8,0,-
39,9,MPAT_N,MPAT9,-,S,9,0,-
39,10,MPAT_N,MPAT10,-,S,10,0,-
39,11,MPAT_N,MPAT11,-,S,11,0,-
39,12,MPAT_N,MPAT12,-,S,12,0,-
39,13,MPAT_N,MPAT13,-,S,13,0,-
39,14,MPAT_N,MPAT14,-,S,14,0,-
39,15,MPAT_N,MPAT15,-,S,15,0,-
39,16,MPAT_N,MPAT16,-,S,16,0,-
39,17,MPAT_N,MPAT17,-,S,17,0,-
39,18,MPAT_N,MPAT18,-,S,18,0,-
39,19,MPAT_N,MPAT19,-,S,19,0,-
39,20,MPAT_N,MPAT20,-,S,20,0,-
39,21,MPAT_N,MPAT21,-,S,21,0,-
39,22,MPAT_N,MPAT22,-,S,22,0,-
39,23,MPAT_N,MPAT23,-,S,23,0,-
39,24,MPAT_N,MPAT24,-,S,24,0,-
39,25,MPAT_N,MPAT25,-,S,25,0,-
39,26,MPAT_N,MPAT26,-,S,26,0,-
39,27,MPAT_N,MPAT27,-,S,27,0,-
39,28,MPAT_N,MPAT28,-,S,28,0,-
39,29,MPAT_N,MPAT29,-,S,29,0,-
39,30,MPAT_N,MPAT30,-,S,30,0,-
39,31,MPAT_N,MPAT31,-,S,31,0,-
40,0,MPLA_N,MPLA0_B1,-,S,0,1,-
40,1,MPLA_N,MPLA1_B1,-,S,1,1,-
40,2,MPLA_N,MPLA2_B1,-,S,2,1,-
40,3,MPLA_N,MPLA3_B1,-,S,3,1,-
40,4,MPLA_N,MPLA4_B1,-,S,4,1,-
40,5,MPLA_N,MPLA5_B1,-,S,5,1,-
40,6,MPLA_N,MPLA6_B1,-,S,6,1,-
40,7,MPLA_N,MPLA7_B1,-,S,7,1,-
40,8,MPLA_N,MPLA8_B1,-,S,8,1,-
40,9,MPLA_N,MPLA9_B1,-,S,9,1,-
40,10,MPLA_N,MPLA10_B1,-,S,10,1,-
40,11,MPLA_N,MPLA11_B1,-,S,11,1,-
40,12,MPLA_N,MPLA12_B1,-,S,12,1,-
40,13,MPLA_N,MPLA13_B1,-,S,13,1,-
40,14,MPLA_N,MPLA14_B1,-,S,14,1,-
40,15,MPLA_N,MPLA15_B1,-,S,15,1,-
40,16,MPLA_N,MPLA16_B1,-,S,16,1,-
40,17,MPLA_N,MPLA17_B1,-,S,17,1,-
40,18,MPLA_N,MPLA18_B1,-,S,18,1,-
40,19,MPLA_N,MPLA19_B1,-,S,19,1,-
40,20,MPLA_N,MPLA20_B1,-,S,20,1,-
40,21,MPLA_N,MPLA21_B1,-,S,21,1,-
40,22,MPLA_N,MPLA22_B1,-,S,22,1,-
40,23,MPLA_N,MPLA23_B1,-,S,23,1,-
40,24,MPLA_N,MPLA24_B1,-,S,24,1,-
40,25,MPLA_N,MPLA25_B1,-,S,25,1,-
40,26,MPLA_N,MPLA26_B1,-,S,26,1,-
40,27,MPLA_N,MPLA27_B1,-,S,27,1,-
40,28,MPLA_N,MPLA28_B1,-,S,28,1,-
40,29,MPLA_N,MPLA29_B1,-,S,29,1,-
40,30,MPLA_N,MPLA30_B1,-,S,30,1,-
40,31,MPLA_N,MPLA31_B1,-,S,31,1,-
41,0,MPUA_N,MPUA0_B1,-,S,0,1,-
41,1,MPUA_N,MPUA1_B1,-,S,1,1,-
41,2,MPUA_N,MPUA2_B1,-,S,2,1,-
41,3,MPUA_N,MPUA3_B1,-,S,3,1,-
41,4,MPUA_N,MPUA4_B1,-,S,4,1,-
41,5,MPUA_N,MPUA5_B1,-,S,5,1,-
41,6,MPUA_N,MPUA6_B1,-,S,6,1,-
41,7,MPUA_N,MPUA7_B1,-,S,7,1,-
41,8,MPUA_N,MPUA8_B1,-,S,8,1,-
41,9,MPUA_N,MPUA9_B1,-,S,9,1,-
41,10,MPUA_N,MPUA10_B1,-,S,10,1,-
41,11,MPUA_N,MPUA11_B1,-,S,11,1,-
41,12,MPUA_N,MPUA12_B1,-,S,12,1,-
41,13,MPUA_N,MPUA13_B1,-,S,13,1,-
41,14,MPUA_N,MPUA14_B1,-,S,14,1,-
41,15,MPUA_N,MPUA15_B1,-,S,15,1,-
41,16,MPUA_N,MPUA16_B1,-,S,16,1,-
41,17,MPUA_N,MPUA17_B1,-,S,17,1,-
41,18,MPUA_N,MPUA18_B1,-,S,18,1,-
41,19,MPUA_N,MPUA19_B1,-,S,19,1,-
41,20,MPUA_N,MPUA20_B1,-,S,20,1,-
41,21,MPUA_N,MPUA21_B1,-,S,21,1,-
